1,2,3,4,5,6,7,8,9,10
JAVA开发,长沙·浏阳市·洞阳镇,15-20K,3-5年,大专,华苗木云,互联网,SpringBoot Redis MySQL GIS,节日福利，定期体检，五险，带薪年假，提供食宿,/job_detail/1d03154de4f3e5421nx_09m1FFJS.html
Java开发,长沙·岳麓区·麓谷,10-15K,3-5年,本科,拓维云创,计算机软件,Shell 后端开发 SpringBoot Linux 微服务架构,带薪年假，加班补助，餐补，定期体检，员工旅游，五险一金，节日福利,/job_detail/dff69d882613c7281XR_0tm1E1dZ.html
java开发,长沙·雨花区·韶山中路,9-14K·13薪,3-5年,本科,天阳科技,计算机软件,分布式技术 服务器配置 MVC开发 Spring Dubbo,节日福利，餐补，双休，带薪年假，五险一金,/job_detail/222145f0f971621a1XZz3968E1JR.html
中级java,长沙·雨花区·红星,8-13K,3-5年,大专,今娱,数据服务,SQL HTML 分布式技术 Spring SpringBoot,五险一金，节日福利，年终奖，全勤奖，加班补助，零食下午茶，带薪年假,/job_detail/aa2a024500cf47951nZ-3N20GFdY.html
java开发,长沙·岳麓区·洋湖垸,5-8K,1年以内,本科,湖南友道信息,计算机软件,Java Spring Struts 分布式技术 MySQL,五险一金，餐补，补充医疗保险，定期体检，节日福利，零食下午茶，工龄工资，交通补助，带薪年假,/job_detail/5808d866395bdb440nx-2d21ElY~.html
java工程师,长沙·长沙县·星城国际,6-11K,在校/应届,本科,湖南创思,计算机软件,分布式技术 多线程 微服务架构 Spring Hibernate,住房补贴，全勤奖，补充医疗保险，带薪年假，零食下午茶，节日福利，五险一金,/job_detail/5141bd1f95cf98731nJz3dq7FVFQ.html
Java工程师,长沙·岳麓区·麓谷,8-13K,3-5年,大专,可成电商,电子商务,Java开发经验 Java GIT Linux IDEA MySQL,员工旅游，带薪年假，节日福利，定期体检，交通补助，加班补助，住房补贴，五险一金，全勤奖，餐补，通讯补贴，年终奖,/job_detail/286a0011ef6e0abe1nN42Nm6E1VQ.html
Java工程师,长沙·岳麓区·青山镇,10-12K,5-10年,大专,展通集团,企业服务,HTML CSS JavaScript Java,节日福利，带薪年假，全勤奖，年终奖，员工旅游，五险一金,/job_detail/246e22d2a1af27df1nN42tu8EFRX.html
JAVA培训师,长沙,12-20K,5-10年,大专,椰子教育,培训机构,Shell 分布式技术 服务器配置 容器技术 Spring,年终奖，住房补贴，五险一金，全勤奖，员工旅游，节日福利，零食下午茶，带薪年假,/job_detail/b0bb4bde3516ef471nFy39S0FFdW.html
Java工程师,长沙·长沙县·榔梨镇,9-11K·15薪,3-5年,大专,中电凯杰,电子/半导体/集成电路,SpringBoot SpringCloud SpringMVC Spring,通讯补贴，定期体检，年终奖，节日福利，带薪年假，五险一金，高低温补贴，餐补，补充医疗保险，交通补助,/job_detail/f133aeb633a33b271nx52t-_F1JX.html
中级Java开发,长沙·开福区·伍家岭,10-15K·13薪,3-5年,本科,捷报技术,计算机软件,分布式技术 服务器配置 Spring Dubbo 全栈开发,五险，年终奖，员工旅游，节日福利，带薪年假，加班补助,/job_detail/a67065a8ab545d6d1nJy3NW5EVRR.html
高级JAVA,长沙·雨花区·树木岭,10-15K,5-10年,大专,壹叁数据,互联网金融,微服务架构 SpringCloud Dubbo Ehcache MQ,通讯补贴，股票期权，年终奖，员工旅游，全勤奖，餐补，节日福利，带薪年假，零食下午茶，交通补助，五险,/job_detail/978e705888e33a1e1nF80t68FVBZ.html
JAVA工程师,长沙·芙蓉区·火车站,8-13K·13薪,1-3年,本科,象盒网络科技有限公司,电子商务,SQL Python 软件工程师 初级软件工程师 PHP,包吃，餐补，住房补贴，节日福利，年终奖，带薪年假，交通补助，员工旅游，定期团建，全勤奖，零食下午茶，通讯补贴，五险一金,/job_detail/609b56dd9388436f1nN40tS0EVNZ.html
Java开发,长沙·岳麓区·青山镇,12-18K,5-10年,大专,神州信息,计算机软件,HTML 架构师 SpringBoot Spring SpringMVC,五险一金，通讯补贴，交通补助，朝九晚六，补充医疗保险，带薪年假，年终奖，定期体检，餐补,/job_detail/c2b2117db9ef5a901XZ93t29E1NU.html
初级Java开发,长沙·岳麓区·麓谷,8-13K,1-3年,本科,得逸信息,计算机软件,Shell SQL SpringMVC SSH SpringBoot,零食下午茶，带薪年假，通讯补贴，五险一金，员工旅游，定期体检，节日福利,/job_detail/dfbe3cb1737f330e1nx_3tu0EFdU.html
Java开发,长沙·岳麓区·观沙岭,12-15K,5-10年,本科,永融,计算机软件,MVC开发 Spring MySQL 音视频编解码,零食下午茶，加班补助，交通补助，五险一金，带薪年假，节日福利，员工旅游，定期体检,/job_detail/c6f3a3b93320b60d1nB-0tW4FVtW.html
java工程师,长沙·芙蓉区·人民中路,7-10K·13薪,3-5年,本科,武汉华信数据,计算机软件,HTML CSS 网络协议 MVC开发 Spring,定期体检，年终奖，加班补助，五险一金，全勤奖,/job_detail/f994736c9c791b991nJz3Ny7E1BV.html
JAVA开发（OD）,长沙·岳麓区·麓谷,12-24K,1-3年,本科,华为技术有限公司,计算机软件,微服务架构 容器技术 消息队列 分布式技术,餐补，补充医疗保险，带薪年假，年终奖，五险一金，交通补助，定期体检，加班补助，通讯补贴，节日福利，员工旅游，离职补偿，住房补贴，零食下午茶，全勤奖，免费班车，股票期权,/job_detail/e6450bbf5291181d1XR42Nm1E1FV.html
Java,长沙·雨花区·湘府路,15-20K·13薪,5-10年,本科,同飞电力,计算机服务,服务器端开发 SpringCloud,定期体检，员工慰问，带薪年假，年终奖，交通补助，五险一金，住房补贴，加班补助，5天7小时工，节日福利，通讯补贴,/job_detail/8851f95f7a564b4e1nF82NW0GFRQ.html
Java工程师,长沙·岳麓区·麓谷,11-16K·13薪,3-5年,本科,圣湘生物,医疗设备/器械,微服务架构 网络协议 Spring,免费班车，员工旅游，年终奖，包吃，带薪年假，五险一金，股票期权，定期体检，零食下午茶，加班补助,/job_detail/a3af5d87baa3e7d61XVz3Ny_FFdV.html
Java工程师,长沙·芙蓉区·湖南农业大学,10-13K,3-5年,大专,巨云教育,互联网,CSS Spring Hibernate Struts Eclipse,五险一金，加班补助，带薪年假，交通补助,/job_detail/ae7f088d98dce0c01XZ62dm-E1RY.html
高级Java讲师,长沙·岳麓区·麓谷,16-30K,5-10年,大专,图灵学院,在线教育,Shell 服务器配置 容器技术 分布式技术,节日福利，全勤奖，五险一金，带薪年假，年终奖，定期体检，零食下午茶，员工旅游,/job_detail/03a38346a83123621XV_3Nu-ElRS.html
Java,长沙·天心区·友阿奥特莱斯,10-14K·13薪,5-10年,本科,同云科技,医疗健康,微服务架构 MVC开发 SpringBoot Spring,五险一金，补充医疗保险，包吃，全勤奖，年终奖，带薪年假，节日福利,/job_detail/6333206ead35cdbe1n1y3tu1GVZU.html
Java工程师,长沙·岳麓区·麓谷,8-10K,1年以内,本科,星汉数智,计算机软件,JavaScript HTML CSS TypeScript,员工旅游，节日福利，全勤奖，带薪年假，年终奖，定期体检，股票期权，五险一金，零食下午茶，加班补助,/job_detail/efa77ce7b0b092a21nx829-5EVBV.html
Java开发,长沙·开福区·伍家岭,10-12K,3-5年,本科,永融,计算机软件,SQL HTML CSS Spring Redis MySQL,交通补助，带薪年假，节日福利，五险一金，零食下午茶，定期体检，加班补助，员工旅游,/job_detail/204b0d9376f2065f1nB93tW9EFVY.html
Java,长沙·开福区·开福寺,10-12K,3-5年,大专,湖南航天电团,环保,SQL Shell CSS 分布式技术 MVC开发 Spring,项目奖金，零食下午茶，带薪年假，年终奖，节日福利，加班补助，全勤奖，五险一金，补充医疗保险，超长年假，交通补助,/job_detail/619a6fb8ccd3d27d1nx409q0GFRY.html
Java工程师,长沙·岳麓区·麓谷,10-15K,1-3年,本科,美迈科技,电子商务,Spring MySQL,长期激励，带薪年假，补充医疗保险，年终奖，五险一金，节日福利，定期体检，交通补助，员工食堂，零食下午茶,/job_detail/b86e7e6a4e899b5b1XV90tu7GVpQ.html
java工程师,长沙·开福区·伍家岭,6-8K·13薪,1-3年,本科,捷报技术,计算机软件,SQL 分布式技术 服务器配置 MVC开发 Spring,节日福利，年终奖，五险，加班补助，带薪年假，员工旅游,/job_detail/14c84a5a0e203cc41nd73di9EFBR.html
Java工程师,长沙·天心区·省政府,8-11K,3-5年,大专,长沙博矗软件公司,计算机软件,MySQL,五险一金，员工旅游，零食下午茶，全勤奖，交通补助，节日福利，加班补助，年终奖,/job_detail/6d7225455f3e8a281nB-2dy0EFBS.html
高级java开发,长沙·岳麓区·麓谷,13-17K·13薪,5-10年,本科,通诺信息,医疗/护理/卫生,SQL MVC开发 SpringMVC SSM Redis,生日礼金，全勤奖，7.5小时工，加班补助，带薪年假，员工旅游，五险一金，年终奖，定期体检，节日福利,/job_detail/02a47039f1298b531nF_3d6_E1dQ.html
java工程师,长沙·芙蓉区·八一路,7-12K,3-5年,大专,航星永志,数据服务,HTML 网络协议 数据结构 Spring Oracle,五险一金，全勤奖，带薪年假，年终奖，通讯补贴，交通补助，团建活动，节日福利，定期体检,/job_detail/fa593a14b62234dd1nJz3t-9EFVQ.html
JAVA工程师,长沙·开福区·烈士公园,10-14K,3-5年,大专,造父驾培人事部,培训机构,HTML CSS 分布式技术 多线程 Spring,包住，带薪年假，加班补助，全勤奖,/job_detail/3a792497ac1c07711nF539-7ElFY.html
Java助教,长沙·岳麓区·麓谷,4-8K,1年以内,大专,六星教育,在线教育,Java,带薪年假，交通补助，补充医疗保险，包吃，零食下午茶，节日福利,/job_detail/0a37503db278d2cc1XV-09q1GFdY.html
java开发（中级）,长沙·岳麓区·麓谷,8-10K,3-5年,大专,点三信息,互联网,SQL MVC开发 Spring SpringBoot MySQL,员工旅游，年终奖，五险一金，全勤奖，带薪年假，零食下午茶，加班补助，节日福利，补充医疗保险,/job_detail/6fcd28a1dda451c71nN_0926FVRT.html
Java,长沙·芙蓉区·朝阳路,10-15K·13薪,3-5年,本科,北京安证通科技,信息安全,微服务架构 SpringCloud 全栈开发 后端开发,餐补，交通补助，五险一金，通讯补贴，带薪年假,/job_detail/e20b220d9f3afe321nJ93928E1JV.html
Java技术开发,长沙·雨花区·红星,8-12K,1-3年,大专,合付宝,互联网,HTML CSS SQL 微服务架构 负载均衡技术,年终奖，加班补助，带薪年假，股票期权，定期体检，五险一金，零食下午茶，节日福利，全勤奖,/job_detail/0564a6ae33f7f44b1XV539S6GVpR.html
java工程师,长沙·岳麓区·麓谷,8-13K·13薪,3-5年,大专,小奔体育,智能硬件,MyBatis 后端工程师 Linux 微服务框架,周末双休，年终奖，节日福利，五险一金，带薪年假,/job_detail/adfac02164e0bde41nN72tq0FVZW.html
JAVA工程师,长沙·天心区·省政府,8-11K,1-3年,本科,致同科技,交通/运输,HTML CSS 多线程 服务器配置 MVC开发,节日福利，员工旅游，补充医疗保险，餐补，定期体检，五险一金，带薪年假，年终奖,/job_detail/31e41b2f8866a2301nJy3t68FlFS.html
java工程师,长沙,8-13K,3-5年,本科,习羽科技,互联网,java爬虫 JS 数据挖掘 SpringMVC Redis,年终奖，股票期权，带薪年假，五险，节日福利，加班补助，五险一金,/job_detail/655505e6ccbf10ef1HJ42Nu-EVQ~.html
java开发,长沙·芙蓉区·浏城桥,5-7K,1-3年,学历不限,云涌传媒,互联网,Spring Redis MySQL WEB开发 SpringBoot,五险一金，员工旅游，节日福利，定期体检，年终奖，带薪年假，全勤奖，零食下午茶,/job_detail/a15f04b4c5ca9e2a1nJ-29-9FVtW.html
java工程师,长沙·雨花区·喜盈门,8-13K,1-3年,本科,麦哲科技,智能硬件,微服务架构 容器技术 架构师 服务器端开发,员工旅游，加班补助，节日福利，带薪年假，餐补，零食下午茶，补充医疗保险，五险一金，通讯补贴，定期体检，交通补助,/job_detail/f30b06fc5e4e7f501nx93t20GFJR.html
Java中级,长沙·岳麓区·麓谷,10-14K·14薪,3-5年,本科,蜜獾信息,计算机软件,SQL Oracle MySQL SQL Server,弹性时间，年终奖，加班补助，交通补助，节日福利，员工旅游，补充医疗保险，餐补，带薪年假，试用期全薪，定期体检，五险一金,/job_detail/1249c8a8685ce8041nN-2t-4FVZX.html
资深Java开发,长沙·岳麓区·麓谷,20-40K·15薪,3-5年,大专,兴盛优选,电子商务,Java 分布式技术,健身房，零食下午茶，股票期权，年终奖，免费班车，餐补，多样化食堂，节日福利，住房补贴，五险一金,/job_detail/d91191aefcf898cb3nV609S1E1A~.html
Java,长沙·岳麓区·麓谷,10-15K·15薪,1-3年,本科,中和农信,互联网金融,后端开发 SpringBoot SpringCloud NoSQL Redis,五险一金，节日福利，员工礼金，商业保险，零食下午茶，包吃，年终奖，带薪年假，定期体检,/job_detail/60b6f4e245b4ffd11nF-2Ny9FFtX.html
长沙java,长沙·芙蓉区·烈士公园,10-15K,1-3年,本科,领雁科技,计算机软件,微服务架构 SVN,餐补，节日福利，股票期权，定期体检，年终奖，五险一金，带薪年假，加班补助，员工旅游，补充医疗保险,/job_detail/e4485f796a3cc3031nx40tm1FVRY.html
java工程师,长沙·芙蓉区·五一广场,10-15K·13薪,3-5年,本科,兆美集团,互联网,分布式技术 MVC开发 微服务架构 Struts,包吃，带薪年假，零食下午茶，全勤奖，通讯补贴，五险一金,/job_detail/b0606e8c8f3ffd2b1nZ839-0GFVZ.html
中高级JAVA,长沙,13-25K,3-5年,本科,天河文链,数据服务,Springboot；SpringCloud Redis 系统架构,股票期权，零食下午茶，年终奖，带薪年假，五险一金，节日福利，员工旅游,/job_detail/54cced02a01c546b1nV63NS9GFdT.html
JAVA中级研发,长沙·岳麓区·麓谷,8-12K,3-5年,学历不限,盛博汇,计算机软件,Oracle PostgreSQL VUE 中级软件工程师,交通补助，零食下午茶，定期体检，通讯补贴，年终奖，住房补贴，带薪年假，节日福利，补充医疗保险，餐补，员工旅游，加班补助，五险一金,/job_detail/dd1d64aa50a6d0201nNz2ty9GFFU.html
JAVA中级,长沙·岳麓区·麓谷,10-14K·14薪,3-5年,本科,蜜獾信息,计算机软件,SQL Oracle MySQL SQL Server,带薪年假，试用期全薪，补充医疗保险，员工旅游，交通补助，弹性时间，定期体检，加班补助，年终奖，餐补，节日福利，五险一金,/job_detail/25a77c98ff3e18371nNz29S5ElVW.html
Java开发（长沙）,长沙·开福区·湘雅路,12-22K,在校/应届,本科,中新赛克,通信/网络设备,SQL 服务器配置 网络协议 后端开发 Linux,员工旅游，股票期权，零食下午茶，补充医疗保险，通讯补贴，班车，包吃，食堂，定期体检，免费班车，住房补贴，节日福利，餐补，年终奖，带薪年假，交通补助，五险一金,/job_detail/1d4200fbf166e6641XV909W8FlFY.html
Java工程师,长沙·开福区·开福万达,9-14K·14薪,5-10年,大专,湖南口味王集团,生活服务,MVC开发 分布式技术 架构师 后端开发 Spring,五险一金，餐补，通讯补贴，年终奖，定期体检，交通补助，带薪年假，加班补助,/job_detail/d1c01b0f95ddf4481XVz39S6EFFV.html
java工程师,长沙·岳麓区·麓谷,7-10K,3-5年,本科,凌风信息,医疗健康,服务器配置 SpringBoot Redis Oracle MySQL,节日福利，零食下午茶，五险一金，带薪年假，员工旅游,/job_detail/7f4e855a47ad06e71nB93Nu-GVNR.html
